id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
288220624,UD. Satria Karang,Perdagangan,64,63,9544860,27850367,Website Sendiri,686,Terdaftar,2020,18305507,381000000,686
288220625,UD. Berlian Sumringah,Kesehatan,86,43,4103934,13042115,Tokopedia,162,Belum Terdaftar,2003,8938181,387000000,162
288220626,UD. Yasir Nirwasita,Kesehatan,92,55,7480702,15619690,Lazada,710,Terdaftar,2004,8138988,441000000,710
288220627,UD. Gisel Kusumatmaja,Kesehatan,26,35,4875319,14586074,Shopee,26,Belum Terdaftar,2022,9710755,183000000,26
288220628,UD. Rangga Satria,Kesehatan,5,16,8820888,42849110,Tokopedia,183,Belum Terdaftar,2014,34028222,63000000,183
288220629,UD. Qasya Sangkala,Pendidikan,15,75,3825381,16580745,Tokopedia,787,Belum Terdaftar,2010,12755364,270000000,787
288220630,UD. Qori Galang Pandu,Pendidikan,22,60,8728359,6807320,Website Sendiri,307,Belum Terdaftar,2006,-1921039,246000000,307
288220631,UD. Gerry Cempaka,Pendidikan,90,41,1654271,36532950,Website Sendiri,555,Terdaftar,2006,34878679,393000000,555
288220632,UD. Guntur Sulaksana,Kesehatan,36,97,5617392,1338069,Shopee,565,Terdaftar,2009,-4279323,399000000,565
288220633,UD. Rendi Sangga,Jasa,,47,766533,40413700,Tokopedia,517,Terdaftar,2018,39647167,429000000,517
288220634,UD. Qais Purnama Tania,Kesehatan,30,7,2478595,21729284,Lazada,901,Terdaftar,2015,19250689,111000000,901
288220635,UD. Gisel Wirawati,Jasa,51,55,9088036,14192851,Tokopedia,122,Terdaftar,2000,5104815,318000000,122
288220636,UD. Ujang Bersemi,Perdagangan,57,81,2293993,9526408,Shopee,364,Belum Terdaftar,2021,7232415,414000000,364
288220637,UD. Daffa Prawira,Kesehatan,39,83,3304482,34431215,Tokopedia,530,Terdaftar,2017,31126733,unknown,530
288220638,UD. Qomar Anindita,Perdagangan,56,74,7201782,38220432,Bukalapak,821,Terdaftar,2024,31018650,390000000,821
288220639,UD. Poppy Agastya,Perdagangan,6,88,7064828,16199546,Tokopedia,753,Belum Terdaftar,2004,9134718,282000000,753
288220640,UD. Asep Trisula,Pendidikan,28,44,4364303,9433808,Website Sendiri,293,Terdaftar,2013,5069505,216000000,293
288220641,UD. Bulan Suryaatmaja,Jasa,69,18,7558285,12257528,Lazada,43,Terdaftar,2004,4699243,261000000,43
288220642,UD. Jibril Pagi,Pendidikan,65,80,549122,2276501,Tokopedia,819,Belum Terdaftar,2004,1727379,435000000,819
288220643,UD. Fatiah Utama,Perdagangan,86,22,9428615,24550800,Tokopedia,872,Belum Terdaftar,2010,15122185,324000000,872
288220644,UD. Wesly Prima,Kesehatan,2,30,3433309,7811967,Website Sendiri,431,Belum Terdaftar,2001,4378658,96000000,431
288220645,UD. Pandu Ranggalawe,Pendidikan,60,44,1927293,47821165,Shopee,122,Terdaftar,2015,45893872,312000000,122
288220646,UD. Widya Prabawa,Pendidikan,89,2,6068645,6463151,Shopee,433,Terdaftar,2015,394506,273000000,433
288220647,UD. Zaki Manik,Jasa,85,75,2336064,25353643,Bukalapak,251,Belum Terdaftar,2011,23017579,480000000,251
288220648,UD. Zidan Sari Gisel,Pendidikan,59,15,5669632,24352351,Website Sendiri,136,Terdaftar,2005,18682719,222000000,136
288220649,UD. Binar Warna,Pendidikan,12,74,9503897,34165872,Shopee,772,Terdaftar,2020,24661975,258000000,772
288220650,UD. Uchie Sangga,Pendidikan,68,40,5195358,18966578,Shopee,343,Belum Terdaftar,2014,13771220,324000000,343
288220651,UD. Raka Anindita Mila,Pendidikan,35,94,8924347,17166430,Website Sendiri,385,Terdaftar,2011,8242083,387000000,385
288220652,UD. Qisya Jatinagara,Jasa,80,90,3154279,20189313,Website Sendiri,695,Terdaftar,2005,17035034,510000000,695
288220653,UD. Naila Kusumatmaja Evan,Jasa,53,80,8053760,24819296,Website Sendiri,631,Belum Terdaftar,2019,16765536,399000000,631
288220654,UD. Yusuf Adhi Nina,Pendidikan,30,91,3434027,38411302,Bukalapak,788,Belum Terdaftar,2001,34977275,363000000,788
288220655,UD. Vito Panji,Jasa,17,1,4410116,46609542,Tokopedia,302,Belum Terdaftar,2018,42199426,54000000,302
288220656,UD. Qais Manunggal,Jasa,91,37,6481444,49752377,Lazada,780,Belum Terdaftar,2012,43270933,384000000,780
288220657,UD. Ilmi Bersemi Qanita,Perdagangan,91,63,2197499,40951461,Tokopedia,842,Terdaftar,2006,38753962,462000000,842
288220658,UD. Obed Agung,Kesehatan,4,17,8538237,5810972,Website Sendiri,401,Belum Terdaftar,2010,-2727265,63000000,401
288220659,UD. Naila Adikara,Jasa,8,76,8547425,25226289,Lazada,631,Belum Terdaftar,2007,16678864,252000000,631
288220660,UD. Salsa Saputranegara,Kesehatan,88,79,1643968,22886862,Website Sendiri,226,Belum Terdaftar,2013,21242894,501000000,226
288220661,UD. Elen Bijaksana,Kesehatan,18,2,1813986,35250647,Shopee,720,Terdaftar,2001,33436661,60000000,720
288220662,UD. Kevin Kencana,Pendidikan,10,13,3312535,35496967,Shopee,273,Terdaftar,2020,32184432,69000000,273
288220663,UD. Chika Adiwangsa Hana,Jasa,89,20,7822633,32616746,Website Sendiri,862,Terdaftar,2004,24794113,327000000,862
288220664,UD. Nayla Putra,Jasa,11,43,4102546,14612797,Tokopedia,334,Terdaftar,2022,10510251,162000000,334
288220665,UD. Hilmi Satria,Jasa,44,63,3037237,,Shopee,708,Belum Terdaftar,2010,10179136,321000000,708
288220666,UD. Pio Siang,Pendidikan,35,47,6745797,13868885,Lazada,298,Belum Terdaftar,2024,7123088,246000000,298
288220667,UD. Vito Wira,Perdagangan,63,87,1242617,36037042,Lazada,657,Belum Terdaftar,2005,34794425,450000000,657
288220668,UD. Aldo Gita,Pendidikan,32,67,7258800,33510451,Website Sendiri,306,Terdaftar,2021,26251651,297000000,306
288220669,UD. Aqila Paningrat,Jasa,6,61,2181398,12392892,Website Sendiri,293,Terdaftar,2018,10211494,201000000,293
288220670,UD. Zulkarnaen Wijaya,Kesehatan,1,48,3194602,16857138,Tokopedia,234,Terdaftar,2022,13662536,147000000,234
288220671,UD. Widi Kencana,Kesehatan,3,33,6167411,20139102,Shopee,621,Terdaftar,2000,13971691,108000000,621
288220672,UD. Nadia Sukma,Kesehatan,82,97,6305102,23495836,Bukalapak,370,Terdaftar,2019,17190734,537000000,370
288220673,UD. Valen Satya,Pendidikan,68,70,2914665,46544973,Shopee,875,Belum Terdaftar,2010,43630308,414000000,875
288220674,UD. Tomi Bangun,Jasa,42,55,6904822,34526801,Shopee,738,Terdaftar,2013,27621979,291000000,738
288220675,UD. Hanafi Panembahan,Perdagangan,50,53,3948114,17138983,Shopee,383,Belum Terdaftar,2013,13190869,309000000,383
288220676,UD. Agus Sumirat,Perdagangan,61,68,7060058,47866492,Website Sendiri,557,Terdaftar,2019,40806434,387000000,557
288220677,UD. Ina Cahyaningrat,Perdagangan,58,99,5736254,37839053,Website Sendiri,765,Belum Terdaftar,2023,32102799,471000000,765
288220678,UD. Yasir Jagad Uti,Perdagangan,65,55,4700887,40898547,Shopee,730,Belum Terdaftar,2001,36197660,360000000,730
288220679,UD. Lutfi Pusaka,Kesehatan,27,83,2570396,4592815,Website Sendiri,315,Belum Terdaftar,2024,2022419,330000000,315
288220680,UD. Balqis Elok,Kesehatan,60,39,5311905,9152751,Tokopedia,405,Terdaftar,2015,3840846,297000000,405
288220681,UD. Rafif Segar,Jasa,94,3,4231005,43405713,Lazada,657,Belum Terdaftar,2000,39174708,291000000,657
288220682,UD. Binar Anggara,Kesehatan,90,61,7359361,20543366,Lazada,241,Terdaftar,2018,13184005,453000000,241
288220683,UD. Halimah Saputra,Perdagangan,82,22,6998529,42940937,Lazada,431,Terdaftar,2019,35942408,312000000,431
288220684,UD. Santi Trisudira,Pendidikan,5,96,,49790898,Tokopedia,289,Belum Terdaftar,2008,40588106,303000000,289
288220685,UD. Citra Lingga,Kesehatan,21,67,9377520,4262719,Shopee,622,Belum Terdaftar,2018,-5114801,264000000,622
,UD. Isna Sudarsana,Kesehatan,42,17,7253368,44626205,Bukalapak,838,Terdaftar,2015,37372837,177000000,838
288220687,UD. Lutfi Sudarsana Kanza,Perdagangan,95,67,5412909,23123413,Website Sendiri,728,Terdaftar,2020,17710504,486000000,728
288220688,UD. Lidya Wijapranata,Pendidikan,79,40,4288447,3096193,Bukalapak,277,Terdaftar,2007,-1192254,,277
288220689,UD. Kirana Kawiswara,Jasa,16,98,6001032,5088232,Shopee,865,Belum Terdaftar,2017,-912800,342000000,865
288220690,UD. Gilangga Bahari Ojan,Jasa,79,94,1847636,24350930,Tokopedia,677,Belum Terdaftar,2015,22503294,519000000,677
288220691,UD. Hana Sakti Diva,Kesehatan,32,84,4798349,5843889,Shopee,165,Belum Terdaftar,2011,1045540,348000000,165
288220692,UD. Diyan Jayengpati,Perdagangan,26,91,6823162,4481543,Shopee,829,Belum Terdaftar,2006,-2341619,351000000,829
288220693,UD. Ghani Prana,Jasa,95,70,7804329,21715638,Website Sendiri,269,Belum Terdaftar,2016,13911309,495000000,269
288220694,UD. Ovan Kalbu Mirna,Kesehatan,78,53,909851,42938199,Tokopedia,922,Terdaftar,2009,42028348,393000000,922
288220695,UD. Via Artha,Kesehatan,53,45,4234256,17116695,Lazada,282,Terdaftar,2004,12882439,294000000,282
288220696,UD. Utami Sanjaya,Pendidikan,6,48,8862004,43168781,Lazada,535,Belum Terdaftar,2018,34306777,162000000,535
288220697,UD. Desta Gandewa,Kesehatan,72,77,1042415,36748794,Bukalapak,136,Belum Terdaftar,2005,35706379,447000000,136
288220698,UD. Prananda Mahendra Willy,Kesehatan,99,0,3857183,35134813,Website Sendiri,28,Belum Terdaftar,2016,31277630,297000000,28
288220699,UD. Febri Suci Jibril,Jasa,93,3,2413184,37371455,Tokopedia,980,Terdaftar,2023,34958271,288000000,980
288220700,UD. Chiko Santosa,Pendidikan,49,91,644087,7762165,Tokopedia,248,Belum Terdaftar,2024,7118078,420000000,248
288220701,UD. Wesly Kamajaya,Pendidikan,7,63,6519378,49969206,Lazada,37,Terdaftar,2013,43449828,210000000,37
288220702,UD. Olivia Prana,Jasa,75,32,9304058,20643324,Lazada,237,Terdaftar,2002,11339266,321000000,237
288220703,UD. Cici Cahyaningrat,Jasa,58,31,5107159,12456201,Tokopedia,176,Terdaftar,2003,7349042,267000000,176
288220704,UD. Livia Mahendra,Pendidikan,59,52,6859806,8908766,Website Sendiri,239,Belum Terdaftar,2008,2048960,333000000,239
288220705,UD. Alma Kusen,Kesehatan,3,99,5490737,42532265,Bukalapak,240,Terdaftar,2001,37041528,306000000,240
288220706,UD. Kevin Sudharmo,Jasa,18,88,773251,40592191,Tokopedia,499,Belum Terdaftar,2000,39818940,318000000,499
288220707,UD. Oki Langit,Jasa,11,21,8487109,19233967,Tokopedia,954,Terdaftar,2009,10746858,96000000,954
288220708,UD. Umi Wisesa,Pendidikan,34,4,8291998,19939356,Lazada,227,Terdaftar,2015,11647358,114000000,227
288220709,UD. Ojan Trisula,Pendidikan,60,13,2709020,32083248,Tokopedia,13,Terdaftar,2013,29374228,219000000,13
288220710,UD. Uli Kawiswara,Pendidikan,11,24,5039652,35043575,Tokopedia,743,Belum Terdaftar,2001,30003923,105000000,743
288220711,UD. Priska Ratu,Pendidikan,57,4,6620102,48564182,Website Sendiri,847,Terdaftar,2000,41944080,183000000,847
288220712,UD. Tasya Sasmita Lono,Jasa,29,57,2999495,6295278,Tokopedia,784,Terdaftar,2018,3295783,258000000,784
288220713,UD. Uchie Suryaputra,Perdagangan,13,68,992418,33145673,Tokopedia,146,Terdaftar,2022,32153255,243000000,146
288220714,UD. Qiana Pancasila,Pendidikan,43,3,9641851,14502691,Website Sendiri,15,Terdaftar,2010,4860840,138000000,15
288220715,UD. Ilmi Wirawati,Kesehatan,49,41,1832004,5377042,Lazada,212,Belum Terdaftar,2009,3545038,270000000,212
288220716,UD. Hasna Elok,,91,11,4380771,16119266,Website Sendiri,84,Terdaftar,2012,11738495,306000000,84
288220717,UD. Livia Jayengprana,Kesehatan,29,37,5410393,27786930,Website Sendiri,400,Terdaftar,2020,22376537,198000000,400
288220718,UD. Desta Anggrek,Kesehatan,8,31,6181265,37447999,Bukalapak,198,Belum Terdaftar,2002,31266734,117000000,198
288220719,UD. Yessi Sidarta,Perdagangan,unknown,36,6721578,42940749,Lazada,227,Belum Terdaftar,2017,36219171,393000000,227
288220720,UD. Iqra Widhi Chika,Pendidikan,29,79,1893411,19341888,Lazada,548,Belum Terdaftar,2015,17448477,324000000,548
288220721,UD. Tariq Maheswara,Jasa,13,69,2084451,28864107,Tokopedia,570,Belum Terdaftar,2009,26779656,246000000,570
288220722,UD. Tasya Utamajaya,Pendidikan,43,37,2265849,40321567,Bukalapak,533,Belum Terdaftar,2019,38055718,240000000,533
288220723,UD. Livia Sunardi,Perdagangan,3,21,2961105,34713557,Website Sendiri,357,Belum Terdaftar,2003,31752452,72000000,357
288220724,UD. Wenny Swargaloka,Kesehatan,33,20,3742056,40011946,Bukalapak,318,Terdaftar,2001,36269890,159000000,318
288220725,UD. Cakra Indah,Pendidikan,86,94,2995667,49987887,Shopee,522,Belum Terdaftar,2013,46992220,540000000,522
288220726,UD. Lina Trijaya,Pendidikan,64,84,2031470,37267991,Shopee,946,Belum Terdaftar,2009,35236521,444000000,946
288220727,UD. Yana Anggrek Kirana,Jasa,64,69,7998602,1259657,Website Sendiri,696,Belum Terdaftar,2018,-6738945,399000000,696
288220728,UD. Desta Paningrat,Jasa,16,44,4593082,40713689,Shopee,128,Belum Terdaftar,2007,36120607,180000000,128
288220729,UD. Zulkarnaen Pramana,Jasa,50,69,9846312,15185801,Website Sendiri,498,Terdaftar,2001,5339489,357000000,498
288220730,UD. Omar Cinta Febri,Pendidikan,3,86,3733809,7968989,Website Sendiri,959,Terdaftar,2019,4235180,267000000,959
288220731,UD. Yudi Lestari,Kesehatan,62,15,1510399,49904481,Website Sendiri,144,Terdaftar,2003,48394082,231000000,144
288220732,UD. Vega Wira,Pendidikan,43,60,514501,35243278,Lazada,625,Terdaftar,2023,34728777,309000000,625
288220733,UD. Nando Tirtayasa,Perdagangan,9,unknown,7778248,39593085,Lazada,633,Terdaftar,2004,31814837,93000000,633
,UD. Cahya Anggara,Pendidikan,18,47,1058089,39403731,Website Sendiri,757,Terdaftar,2009,38345642,195000000,757
288220735,UD. Farhan Satya,Perdagangan,64,53,6785297,29206240,Lazada,19,Belum Terdaftar,2016,22420943,351000000,19
288220736,UD. Putra Pusaka,unknown,0,11,1789258,5526613,Lazada,136,Belum Terdaftar,2001,3737355,33000000,136
288220737,UD. Clarissa Wiratama,Perdagangan,32,10,6753444,47650948,Lazada,260,Belum Terdaftar,2011,unknown,126000000,260
288220738,UD. Wenny Sahaja,Pendidikan,58,2,5243150,10006186,Bukalapak,876,,2008,4763036,180000000,876
288220739,UD. Wira Nirwasita,Kesehatan,18,97,9412296,24194198,Shopee,590,Terdaftar,2008,14781902,345000000,590
288220740,UD. Olivia Wacana Sari,Perdagangan,16,0,8985447,24714897,Tokopedia,221,Belum Terdaftar,2022,15729450,48000000,221
288220741,UD. Qisya Bagaskara Bulan,Pendidikan,32,66,1695058,46204719,Bukalapak,443,Belum Terdaftar,2022,44509661,294000000,443
288220742,UD. Bulan Prana,Jasa,90,23,2335914,37642917,Bukalapak,701,Terdaftar,2014,35307003,339000000,701
288220743,UD. Galang Wiratama Fadli,Perdagangan,74,37,8376225,28007883,Website Sendiri,755,Terdaftar,2008,19631658,333000000,755
288220744,UD. Qiana Tejakusuma Satria,Perdagangan,12,33,4818893,40460847,Tokopedia,217,Belum Terdaftar,2006,35641954,135000000,217
288220745,UD. Qanita Maju Opik,Pendidikan,49,10,3417181,17214066,Website Sendiri,825,Belum Terdaftar,2017,13796885,177000000,825
288220746,UD. Syana Haji Melati,Kesehatan,73,7,718000,24689548,Bukalapak,385,Terdaftar,2010,23971548,240000000,385
288220747,UD. Andi Lestari,Kesehatan,44,72,1235755,22330308,Website Sendiri,313,Belum Terdaftar,2022,21094553,348000000,313
288220748,UD. Yola Jati Fanny,Kesehatan,76,91,7827355,48833059,Website Sendiri,452,Belum Terdaftar,2019,41005704,501000000,452
288220749,UD. Oniel Prajurit,Jasa,9,75,8437510,32227358,Lazada,246,Terdaftar,2006,23789848,252000000,246
unknown,UD. Vita Gita,Jasa,9,1,528337,23457039,Bukalapak,726,Terdaftar,2021,22928702,30000000,726
288220751,UD. Vera Jaya Ujang,Kesehatan,53,49,2645188,4327974,Bukalapak,974,Belum Terdaftar,2024,1682786,306000000,974
288220752,UD. Opik Nirwasita Candra,Pendidikan,unknown,8,3902531,3091739,Lazada,590,Belum Terdaftar,2019,-810792,63000000,590
288220753,UD. Livia Kusen,Pendidikan,2,22,6423491,20084507,Lazada,244,Terdaftar,2003,13661016,72000000,244
288220754,UD. Hanafi Binasena,Jasa,69,99,1897929,2543631,Bukalapak,621,Terdaftar,2005,645702,504000000,621
288220755,UD. Fani Berkarya,Kesehatan,26,61,2381951,32262832,Website Sendiri,623,Terdaftar,2009,29880881,261000000,623
288220756,UD. Yuli Alam Asep,Pendidikan,7,11,7261364,2980102,Bukalapak,575,Belum Terdaftar,2024,-4281262,54000000,575
288220757,UD. Mika Sasmita,Jasa,26,44,5767543,20980069,Lazada,221,Belum Terdaftar,2020,unknown,210000000,221
288220758,UD. Nara Tunggal Marwan,Perdagangan,79,99,4184740,39117951,Tokopedia,82,Belum Terdaftar,2005,34933211,534000000,82
288220759,UD. Omar Agung,Pendidikan,56,59,4254568,41773882,Lazada,254,Terdaftar,2001,37519314,345000000,254
288220760,UD. Ina Resaputra,Perdagangan,32,14,5193619,14068229,Shopee,454,Belum Terdaftar,2013,8874610,138000000,454
288220761,UD. Nibras Sarwono,Pendidikan,11,48,1661667,31751550,Shopee,132,Terdaftar,2022,30089883,177000000,132
288220762,UD. Rian Senopati,,43,39,4981597,33673311,Bukalapak,24,Terdaftar,2019,28691714,246000000,24
288220763,UD. Wulan Sanjaya,Jasa,99,58,4358097,2572427,Shopee,620,Belum Terdaftar,2018,-1785670,471000000,620
288220764,UD. Nina Sumirat,Pendidikan,52,39,9625015,32464074,Shopee,526,Terdaftar,2016,22839059,273000000,526
288220765,UD. Aqila Sangkala,Kesehatan,61,93,3911717,45183787,Tokopedia,466,Terdaftar,2016,41272070,462000000,466
288220766,UD. Yana Abdi Halim,Kesehatan,53,40,5662272,12198871,Website Sendiri,113,Belum Terdaftar,2005,6536599,279000000,113
288220767,UD. Ciko Sumirat Nindy,Jasa,15,82,,48546501,Website Sendiri,53,Terdaftar,2011,43927278,291000000,53
288220768,UD. Tariq Wijaya,Jasa,24,42,2827033,21743916,Website Sendiri,785,Terdaftar,2012,18916883,198000000,785
288220769,UD. Rafi Prima,Kesehatan,81,45,1846555,31121907,Bukalapak,316,Belum Terdaftar,2017,29275352,378000000,316
288220770,UD. Miko Ceria,Pendidikan,42,34,1896274,5774961,Tokopedia,893,Terdaftar,2012,3878687,228000000,893
288220771,UD. Iqra Sukadarma,Jasa,11,73,5991360,7763393,Bukalapak,843,Belum Terdaftar,2008,1772033,252000000,843
288220772,UD. Cakra Prana,Pendidikan,53,56,5143590,46411628,Tokopedia,849,Belum Terdaftar,2015,41268038,327000000,849
288220773,UD. Mika Jatiwangi,Kesehatan,79,65,1477349,40847398,Website Sendiri,587,Terdaftar,2024,39370049,432000000,587
288220774,UD. Hana Trisudira,Jasa,7,25,4741782,7138309,Tokopedia,640,Belum Terdaftar,2018,2396527,96000000,640
288220775,UD. Riyan Mandiri Qais,Kesehatan,16,49,1189290,16796033,Shopee,323,Terdaftar,2024,15606743,195000000,323
288220776,UD. Panji Suryaatmaja,Jasa,83,88,2227094,23611822,Website Sendiri,15,Belum Terdaftar,2011,21384728,513000000,15
288220777,UD. Obed Manik,Jasa,33,39,1057572,23675803,Lazada,394,Terdaftar,2023,22618231,216000000,394
288220778,UD. Salsa Agung,Pendidikan,65,34,8293535,16188819,Tokopedia,29,Terdaftar,2011,7895284,297000000,29
288220779,UD. Sella Mulyo,Jasa,90,39,3408830,7601308,Shopee,13,Terdaftar,2010,4192478,387000000,13
288220780,UD. Zulfa Sundawa,Jasa,61,83,972718,32181486,Lazada,860,Belum Terdaftar,2015,31208768,432000000,860
288220781,UD. Cakra Wiratama,Perdagangan,69,29,6739668,6962201,Lazada,161,Belum Terdaftar,2015,222533,294000000,161
288220782,UD. Mila Lestari,Kesehatan,53,7,3716766,18618166,Website Sendiri,323,Terdaftar,2023,14901400,180000000,323
288220783,UD. Qais Wening Taufik,Perdagangan,34,68,9812545,15073780,Shopee,642,Terdaftar,2006,unknown,306000000,642
288220784,UD. Mika Segar,Jasa,37,65,2340726,21440827,Lazada,476,Terdaftar,2020,19100101,306000000,476
288220785,UD. Desta Adiwarna,Kesehatan,27,9,4594553,11251325,Lazada,391,Belum Terdaftar,2015,6656772,108000000,391
288220786,UD. Kanza Selaras,Pendidikan,63,56,8599921,43950790,Lazada,802,Belum Terdaftar,2019,35350869,357000000,802
288220787,UD. Umar Bijaksana,Pendidikan,58,48,5443237,47292938,Website Sendiri,749,Terdaftar,2020,41849701,318000000,749
288220788,UD. Pipit Cinta,Perdagangan,52,39,8765914,15633070,Tokopedia,907,Terdaftar,2010,6867156,273000000,907
288220789,UD. Olivia Sejahtera,Pendidikan,70,0,2725958,14506988,Website Sendiri,903,Terdaftar,2015,11781030,210000000,903
288220790,UD. Thariq Pramudita Zidan,Perdagangan,10,71,6687606,5692967,Website Sendiri,135,Terdaftar,2008,-994639,243000000,135
288220791,UD. Fatimah Sentosa,Jasa,48,90,5022053,38284641,Bukalapak,384,Terdaftar,2003,33262588,414000000,384
288220792,UD. Silvi Taruna,Pendidikan,66,66,5676875,23683615,Tokopedia,932,Belum Terdaftar,2008,18006740,396000000,932
288220793,UD. Pio Sangga,Perdagangan,16,46,4705049,20376411,Bukalapak,69,Terdaftar,2008,15671362,186000000,69
,UD. Fitri Widjaja,Jasa,6,68,5602965,6597905,Tokopedia,630,Terdaftar,2009,994940,222000000,630
288220795,UD. Vincent Yudhistira,Pendidikan,15,83,739403,31244746,Website Sendiri,14,Terdaftar,2005,unknown,294000000,14
288220796,UD. Mario Kusumajati,Pendidikan,4,unknown,1701593,39311448,Lazada,548,Belum Terdaftar,2004,37609855,273000000,548
288220797,UD. Dora Lintang,Kesehatan,68,79,9879047,8233253,Bukalapak,85,Belum Terdaftar,2013,-1645794,441000000,85
288220798,UD. Syifa Kusumajati Putri,Perdagangan,42,69,5616560,48727579,Lazada,134,Belum Terdaftar,2017,43111019,333000000,unknown
288220799,UD. Chintya Surapati,Kesehatan,64,57,541782,21943310,Website Sendiri,855,Terdaftar,2019,21401528,363000000,855
288220800,UD. Yusuf Jatinagara Qyla,Pendidikan,5,24,7990992,23634668,Tokopedia,733,Belum Terdaftar,2018,15643676,87000000,733
288220801,UD. Marwan Widuri,Pendidikan,12,93,2260432,25637825,Tokopedia,453,Belum Terdaftar,2008,23377393,unknown,453
288220802,UD. Desta Buana,Perdagangan,40,46,2570071,13881048,Shopee,585,Belum Terdaftar,2003,11310977,258000000,
288220803,UD. Jasmin Saprahan Lukman,Jasa,86,41,4809420,15979028,Tokopedia,920,Terdaftar,2021,11169608,381000000,920
288220804,UD. Wulan Sulaksana,Kesehatan,22,91,2504994,8149355,Tokopedia,45,Terdaftar,2005,5644361,339000000,45
288220805,UD. Gadis Gatra,Perdagangan,97,42,4923145,15125557,Website Sendiri,855,Belum Terdaftar,2017,10202412,417000000,855
288220806,UD. Tiara Wijaya,Pendidikan,27,97,4376653,38011020,Tokopedia,95,Belum Terdaftar,2024,33634367,372000000,95
288220807,UD. Carissa Jaladara,Kesehatan,7,38,6704889,36993249,Website Sendiri,560,Terdaftar,2003,30288360,135000000,560
288220808,UD. Halimah Gatra,Pendidikan,13,23,5741632,21574062,Shopee,433,Terdaftar,2015,15832430,108000000,433
288220809,UD. Erlangga Cahyaningrat,Kesehatan,3,85,8917641,43768389,Shopee,705,Belum Terdaftar,2014,34850748,264000000,705
288220810,UD. Rian Nirwana Eren,Kesehatan,68,64,3346032,9810438,Tokopedia,14,Terdaftar,2002,6464406,396000000,14
288220811,UD. Qory Lestari,Pendidikan,3,78,6932793,46752391,Bukalapak,356,Terdaftar,2001,39819598,243000000,356
288220812,UD. Alif Gatra,Kesehatan,25,56,4207898,39302261,Bukalapak,359,Terdaftar,2012,35094363,243000000,359
288220813,UD. Hanaura Mulya,Pendidikan,34,34,6746173,11963499,Lazada,376,Belum Terdaftar,2023,5217326,204000000,376
288220814,UD. Jaya Purnama,Kesehatan,6,42,1124835,33858535,Lazada,259,Terdaftar,2003,32733700,144000000,259
288220815,UD. Rizki Bratadikara,Pendidikan,42,39,4465639,1628128,Shopee,797,Terdaftar,2013,-2837511,243000000,797
288220816,UD. Lukita Sahaja,Kesehatan,36,77,6510590,9553191,Website Sendiri,977,Belum Terdaftar,2011,3042601,339000000,977
288220817,UD. Vito Bahari,Perdagangan,10,76,559459,11997817,Lazada,unknown,Belum Terdaftar,2016,11438358,258000000,961
288220818,UD. Pipit Tirtaatmaja,Kesehatan,22,38,4140408,22336491,Lazada,297,Belum Terdaftar,2006,18196083,180000000,297
288220819,UD. Bagir Manggala,Perdagangan,28,6,8571246,41955211,Lazada,355,Belum Terdaftar,2009,33383965,102000000,355
288220820,UD. Qila Mandiri,Pendidikan,21,15,5998297,33238482,Shopee,89,Terdaftar,2023,27240185,108000000,89
288220821,UD. Eni Asri,Jasa,76,45,5426880,14958121,Website Sendiri,503,Belum Terdaftar,2000,9531241,363000000,503
288220822,UD. Qanitah Trisakti,Pendidikan,90,50,2565063,47607063,Website Sendiri,967,Belum Terdaftar,2003,45042000,,967
288220823,UD. Hasna Kusumatmaja,Pendidikan,42,10,3460049,35823416,Shopee,147,Belum Terdaftar,2022,32363367,156000000,147
288220824,UD. Lukman Ceria,Perdagangan,51,76,7841055,24841351,Bukalapak,139,Terdaftar,2015,17000296,381000000,139
288220825,UD. Yuli Pusaka Owen,Pendidikan,76,35,5981946,9529813,Lazada,468,Terdaftar,2016,3547867,333000000,468
288220826,UD. Anang Anugerah,Kesehatan,22,94,5835150,10680537,Shopee,608,Terdaftar,2009,4845387,348000000,608
288220827,UD. Fahmi Sulaksana,Kesehatan,3,78,4345044,25057863,Bukalapak,503,Terdaftar,2020,20712819,243000000,503
288220828,UD. Zidan Langit,Kesehatan,61,29,6657786,31254633,Bukalapak,925,Terdaftar,2018,24596847,270000000,925
288220829,UD. Qila Bersemi,Kesehatan,32,25,3297198,46488652,Bukalapak,248,Terdaftar,2009,43191454,171000000,248
288220830,UD. Bagas Agastya,Pendidikan,78,33,7075301,13811546,Bukalapak,429,Terdaftar,2000,6736245,333000000,429
288220831,UD. Jordi Gatra,Pendidikan,39,31,9533256,9888045,Lazada,865,Terdaftar,2018,354789,210000000,865
288220832,UD. Ucup Mahendra,Kesehatan,90,6,4967653,29728556,Bukalapak,299,Belum Terdaftar,2022,24760903,288000000,299
288220833,UD. Maudy Siang,Pendidikan,61,78,8994222,35370517,Shopee,,Terdaftar,2006,26376295,417000000,128
288220834,UD. Jasmin Wijapranata,Jasa,37,71,752027,18204739,Website Sendiri,988,Belum Terdaftar,2016,17452712,324000000,988
288220835,UD. Pasha Suryaatmaja,Pendidikan,89,53,3544422,29611502,Website Sendiri,201,Belum Terdaftar,2014,26067080,426000000,201
